Topic,Percentage,song_id,song_name,artist,album,Like_Count,Lyric,cover_url,tags,year
1,0.9821077563972547,31655942,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3,10008,언제부터인지 그대를 보면  운명이라고 느꼈던 걸까  밤하늘의 별이 빛난 것처럼  오랫동안 내 곁에 있어요  그대라는 시가 난 떠오를 때마다  외워두고 싶어 그댈 기억할 수 있게  슬픈 밤이 오면 내가 그대를 지켜줄게  내 마음 들려오나요  잊지 말아요  지나가는 계절 속에 내 마음은  변하지 않는단 걸 아나요  그저 바라보는 눈빛 그 하나로  세상을 다 가진 것 같은데  그대라는 시가 난 떠오를 때마다  외워두고 싶어 그댈 기억할 수 있게  슬픈 밤이 오면 내가 그대를 지켜줄게  내 마음 들려오나요  잊지 말아요  꽃이 피고 지는 날이 와도  이것 하나만 기억해줘요  그댈 향한 마음을  언젠가는 우리  멀어질지 몰라도  나는 그대라면 기다릴 수 있을 텐데  시간이 흘러도 내가 이곳에 서 있을게  그대 망설이지 말아요  그때가 오면,https://image.bugsm.co.kr/album/images/200/202667/20266778.jpg?version=20210902181012.0,"['국내', '100시리즈', '아이돌', '2020년', '가요', '2020 벅스 종합 결산 특집']",2020y
2,0.9831131057814506,31867170,아로하,조정석,슬기로운 의사생활 OST Part 3,9841,어두운 불빛아래 촛불 하나  와인 잔에 담긴 약속하나  항상 너의 곁에서 널 지켜줄거야  날 믿어준 너였잖아  나 바라는 건 오직 하나  영원한 행복을 꿈꾸지만  화려하지 않아도 꿈같진 않아도  너만 있어주면 돼  걱정 마    언제나    이 순간을 잊지 않을게  내 품에    안긴 너의 미소가  영원히 빛을 잃어 가지 않게              첫날 밤에 단 꿈에 젖어  하는 말이 아냐 난 변하지 않아  오직 너만 바라볼거야                 내 모든걸 다 잃는대도  후회하지 않아  오직 너를 위한  변하지 않는 사랑으로  나 바라는 건 오직 하나  영원한 행복을 꿈꾸지만  화려하지 않아도 꿈같진 않아도  너만 있어주면 돼  약속해    힘들 땐    너의 그늘이 되어줄게  내품에    안긴 너의 미소가  영원히 빛을 잃어 가지 않게              첫날 밤에 단 꿈에 젖어  하는 말이 아냐 난 변하지 않아  오직 너만 바라볼거야                 내 모든걸 다 잃는대도  후회하지 않아  오직 너를 위한  변하지 않는 사랑으로                내 모든걸 다 잃는대도  후회하지 않아  오직 너를 위한  변하지 않는 사랑으로        ,https://image.bugsm.co.kr/album/images/200/203142/20314288.jpg?version=20200328002437.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
1,0.9876733452007384,31877218,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,9822,무얼 믿은 걸까 부족했던 내게서  나조차 못 믿던 내게 여태 머문 사람  무얼 봤던 걸까 가진 것도 없던 내게  무작정 내 손을 잡아 날 이끈 사람  최고였어  그대 눈 속에 비친 내 모습  이제는 내게서 그댈 비춰줄게  궂은 비가 오면  세상 가장 큰 그대 우산이 될게  그댄 편히 걸어가요  걷다가 지치면  내가 그대를 안고 어디든 갈게  이제 나만 믿어요  나만 두고 가던 나만 스쳐 간 행운이 모여  그대가 되어서 내게 와준 거야  궂은 비가 오면  세상 가장 큰 그대 우산이 될게  그댄 편히 걸어가요  걷다가 지치면  내가 그대를 안고 어디든 갈게  이제 나만 믿어요  나의 마지막 주인공이 되어  다신 누구 앞에서도  그대는 고개 숙이지 마요  내가 보지 못했던 홀로 고단했던 시간  고맙고 미안해요 사랑해요  이 세상은  우리를 두고 오랜 장난을 했고  우린 속지 않은 거야  이제 울지 마요  좋을 땐 밤새도록 맘껏 웃어요  전부 그대 꺼니까  그대는 걱정 말아요  이제 나만 믿어요,https://image.bugsm.co.kr/album/images/200/203163/20316388.jpg?version=20210421045752.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
0,0.5873773075746807,5863189,ON,방탄소년단,MAP OF THE SOUL : 7,9732,어느 장단에 맞춰야 될지  한 발자국 떼면 한 발자국 커지는   잠에서 눈을 뜬 여긴 또 어디  어쩜 서울 또      일어나니 휘청이는 몸         날 닮은 그림자  흔들리는 건 이놈인가  아니면 내 작은 발끝인가  두렵잖을 리 없잖아  다 괜찮을 리 없잖아  그래도    서툴게    저 까만 바람과 함께 날아       미치지 않으려면 미쳐야 해       나를 다 던져 이 두 쪽 세상에                   제 발로 들어온 아름다운 감옥              가져와          올라타봐                        가져와           모두 내 피와 살이 되겠지        방법을 알겠으니  작은 것에   그건 어둠 속 내 산소와 빛  내가 나이게 하는 것들의 힘  넘어져도 다시 일어나   넘어져도 다시 일어나   언제나 우린 그랬으니  설령 내 무릎이 땅에 닿을지언정  파묻히지 않는 이상  그저 그런 해프닝쯤 될 거란 걸                 네가 뭐라던 누가 뭐라던                         미치지 않으려면 미쳐야 해       나를 다 던져 이 두 쪽 세상에                   제 발로 들어온 아름다운 감옥              가져와          올라타봐                        가져와       나의 고통이 있는 곳에  내가 숨 쉬게 하소서                                        깜깜한 심연 속 기꺼이 잠겨              가져와          올라타봐                                    가져와          올라타봐                          가져와     ,https://image.bugsm.co.kr/album/images/200/203012/20301226.jpg?version=20210428040619.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
0,0.9780072042673369,31820337,시작,가호(Gaho),이태원 클라쓰 OST Part.2,9506,새로운 시작은 늘 설레게 하지  모든 걸 이겨낼 것처럼  시간을 뒤쫓는 시계바늘처럼  앞질러 가고 싶어 하지  그어 놓은 선을 넘어  저마다 삶을 향해  때론 원망도 하겠지  그 선을 먼저 넘지 말라고            내가 지쳐 쓰러질 때까진  어떤 이유도  어떤 변명도  지금 내겐 용기가 필요해  빛나지 않아도 내 꿈을 응원해  그 마지막을 가질 테니  부러진 것처럼 한 발로 뛰어도  난 나의 길을 갈 테니까  지금 나를 위한 약속  멈추지 않겠다고  또 하나를 앞지르면  곧 너의 뒤를 따라잡겠지  원하는 대로  다 가질 거야  그게 바로 내 꿈일 테니까  변한 건 없어  버티고 버텨  내 꿈은 더 단단해질 테니  다시 시작해                          다시는 나를 잃고 싶지 않아  내 전부를 걸었으니까  원하는 대로  다 가질 거야  그게 바로 내 꿈일 테니까  변한 건 없어  버티고 버텨  내 꿈은 더 단단해질 테니  다시 시작해                        ,https://image.bugsm.co.kr/album/images/200/203033/20303385.jpg?version=20210902142323.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
0,0.9829952667247486,31780695,도망가자 (Run With Me),선우정아(Sunwoojunga),Serenade,9364,도망가자  어디든 가야 할 것만 같아  넌 금방이라도 울 것 같아  괜찮아  우리 가자  걱정은 잠시 내려놓고  대신 가볍게 짐을 챙기자  실컷 웃고 다시 돌아오자  거기서는 우리 아무 생각말자  너랑 있을게 이렇게  손 내밀면 내가 잡을게  있을까 두려울 게  어디를 간다 해도  우린 서로를 꼭 붙잡고 있으니  너라서 나는 충분해  나를 봐 눈 맞춰줄래  너의 얼굴 위에 빛이 스며들 때까지  가보자 지금 나랑  도망가자  멀리 안 가도 괜찮을 거야  너와 함께라면 난 다 좋아  너의 맘이 편할 수 있는 곳  그게 어디든지 얘기 해줘  너랑 있을게 이렇게  손 내밀면 내가 잡을게  있을까 두려울 게  어디를 간다 해도  우린 서로를 꼭 붙잡고 있으니  가보는 거야 달려도 볼까  어디로든 어떻게든  내가 옆에 있을게 마음껏 울어도 돼  그 다음에  돌아오자 씩씩하게  지쳐도 돼 내가 안아줄게  괜찮아 좀 느려도 천천히 걸어도  나만은 너랑 갈 거야 어디든  당연해 가자 손잡고  사랑해 눈 맞춰줄래  너의 얼굴 위에 빛이 스며들 때까지  가보자 지금 나랑  도망가자,https://image.bugsm.co.kr/album/images/200/202938/20293864.jpg?version=20191213120001.0,"['국내', '알앤비', '2020년', '2020 벅스 종합 결산 특집', '기간별']",2020y
1,0.9833282468288594,31527735,시든 꽃에 물을 주듯,HYNN(박혜원),시든 꽃에 물을 주듯,9362,아무말도 아무것도 여전히 넌 여기 없고  널 원하고 널 원해도 난 외롭고  꽃이 피고 진 그 자리  끝을 몰랐었던 맘이  깨질 것만 같던 그때 우리 음  시든 꽃에 물을 주듯  싫은 표정조차 없는  결국엔 부서진 여기 우리 음  다 잊었니 말없이 다 잊었니  사랑한단 말로 날 가둬둔 채로  넌 잊었니 난 잊지 못하나봐  바보처럼 기다려 난 오늘도  어쩌다 이렇게 됐지  너무 예뻤잖아 둘이  매일 설레였지 그때 우린 음  시든 꽃에 물을 주듯  싫은 표정조차 없는  결국엔 부서진 여기 우리  다 잊었니 말없이 다 잊었니  사랑한단 말로 날 가둬둔 채로  넌 잊었니 난 잊지 못하나봐  바보처럼 기다린  바보처럼 빈 자릴 붙잡는 나  차라리 다 끝났다고 말해줘  이기적인 그 침묵에 또 나만  바보처럼 미련한  내가 미워  아무말도 아무것도 여전히 넌 여기 없고  널 원하고 널 원해도 난 지쳐가,https://image.bugsm.co.kr/album/images/200/202421/20242177.jpg?version=20210421045220.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
1,0.9934852045599206,4345125,View,SHINee (샤이니),Odd - The 4th Album,9360,모두 할 말을 잃지    차원 이상의 기적의   달콤히 찍어 문 빛의 퐁듀  보이기 시작한 음의 색도    예민해진 걸 느껴  뚜렷한 색감과 여섯 번째 감각       좀 거칠어도 좋아  더 민감히 굴어봐  더는 숨기지 말아줘    너무 아름다운다운다운다운   너무 아름다운다운다운다운   더 보여줘 다음다음다음다음   너무 아름다운다운다운다운   너무 아름다운다운다운 그곳으로  너무 아름다운다운다운 데려가 줘  더 보여줘 다음다음다음 더 보여줘  너무 아름다운다운다운다운     저 하늘을 곱게 접는  이 바다를 병에 담는 시간도  편히 걷는 꿈들을 이뤄 난       상상한 게 뭐든 전부 보여 줄게  이제 말해봐     예민해진 걸 느껴  은근한 촉감과 끝없어진 감각       이상하대도 좋아  잠들었던 감각의   한계를 넘어선 그 순간      너무 아름다운다운다운다운   너무 아름다운다운다운다운   더 보여줘 다음다음다음다음   너무 아름다운다운다운다운   너무 아름다운다운다운 그곳으로  너무 아름다운다운다운 데려가 줘  더 보여줘 다음다음다음 더 보여줘  너무 아름다운다운다운다운     지루함에 익숙해져   특별함을 잊었잖아  이제 천천히 고개를 들어 줘  내 두 눈에 입 맞춰    너무 아름다운다운다운  그곳으로  너무 아름다운다운다운   그곳으로  데려가 줘     누구든 처음이겠지           별빛의 향과 맛을 본 것도         향기의 무게를 느낀 것도         소리의 색과 모양 본 것도  ,https://image.bugsm.co.kr/album/images/200/5039/503911.jpg?version=20190402041300.0,"['국내', '100시리즈', '2020년', '가요', '인디']",2020y
2,0.8373197598534468,5993862,Savage Love (Laxed - Siren Beat) (BTS Remix),Jawsh 685,Savage Love (Laxed - Siren Beat) [BTS Remix],9297,사랑이란 어쩌면 순간의 감정의 나열  조건이 다들 붙지 난 뭘 사랑하는가  영원이라는 말은 어쩌면 모래성  잔잔한 파도 앞에 힘없이 무너져                                 내가 두려운 게 그대이든 그때이든   불같이 사랑할래 그댈 지금                                                                                                                                                                                       ,https://image.bugsm.co.kr/album/images/200/9969/996909.jpg?version=20201007204337.0,"['국내외', '2020년', '100시리즈', '뮤직기네스', '2020 벅스 종합 결산 특집']",2020y
1,0.9850226647630392,30873172,Downtown Baby,블루(BLOO),Downtown Baby,9151,너는 나의 다운타운 베이비야  너의 눈은 밤하늘에 별이야  매일마다 꾸고 싶은 꿈이야            너는 나의 다운타운 베이비야  너의 눈은 밤하늘에 별이야  매일마다 꾸고 싶은 꿈이야             너 집 번호  네 집 앞이니까 나와    시간 아까우니 잡아 나의 두 손        핑크머리색에 피어싱은 세 개  너는 좋아했지 나의 팔베개  우린 서로 아파하는 짓도 나빠  하나밖에 없는    너는 나의 다운타운 베이비야  너의 눈은 밤하늘에 별이야  매일마다 꾸고 싶은 꿈이야            너는 나의 다운타운 베이비야  너의 눈은 밤하늘에 별이야  매일마다 꾸고 싶은 꿈이야            영화 보고       담배 한 대 피며      힘든 일이 있을 땐 내게 와 일로  너의 얇은 팔로 감싸 나를 사이로  지금 아프더라도    시간은 다 지나가    항상 그랬지 넌 손발이 차가워  그래서 내게 말했지 빨리 안아줘      조금만  기다려 네가 없는 날에는      조금만  기다려 맑았던 하늘도 다시 보니   술도 한잔 못 했던 네가 날 만나  와인을 사와  술도 한잔 못 했던 네가 날 만나  마음이 아파  너는 나의 다운타운 베이비야  너의 눈은 밤하늘에 별이야  매일마다 꾸고 싶은 꿈이야            너는 나의 다운타운 베이비야  너의 눈은 밤하늘에 별이야  매일마다 꾸고 싶은 꿈이야                항상 같은 자리에서 있을게      널 위해 내 핸드폰을 켜 놓을게      항상 같은 자리에서 있을게      널 위해 내 핸드폰을 켜 놓을게  너는 나의 다운타운 베이비야  너의 눈은 밤하늘에 별이야  매일마다 꾸고 싶은 꿈이야            너는 나의 다운타운 베이비야  너의 눈은 밤하늘에 별이야  매일마다 꾸고 싶은 꿈이야          ,https://image.bugsm.co.kr/album/images/200/201342/20134278.jpg?version=20201120165034.0,"['국내외', '2020년', '100시리즈', '뮤직기네스', '2020 벅스 종합 결산 특집']",2020y
2,0.9843464797223039,32031230,Lovesick Girls,BLACKPINK,THE ALBUM,8902,영원한 밤  창문 없는 방에 우릴 가둔        매번 아파도 외치는     다치고 망가져도 나  뭘 믿고 버티는 거야  어차피 떠나면 상처투성인 채로 미워하게 될걸  끝장을 보기 전 끝낼 순 없어  이 아픔을 기다린 것처럼    아마 다 잠깐 일지도 몰라  우린 무얼 찾아서 헤매는 걸까               내 세상 속엔 너만 있으면 돼          네 멋대로 내 사랑을 끝낼순 없어        이 아픔 없인 난 아무 의미가 없어                                                                                                         아마 다 잠깐 일지도 몰라  우린 무얼 찾아서 헤매는 걸까    불안한 내 눈빛 속에 널 담아  아프더라도 너만 있으면 돼          네 멋대로 내 사랑을 끝낼 순 없어        이 아픔 없인 난 아무 의미가 없어                                       사랑은     사랑은     아프다 아물면 또 찾아오는 이 겁 없는 떨림    들리지 않아     이 아픔이 난 행복해  나를 불쌍해 하는 네가 내 눈엔 더 불쌍해          네 멋대로 내 사랑을 끝낼 순 없어        이 아픔없인 난 아무 의미가 없어        모두 결국 떠나가고     내 눈물이 무뎌져도     아프고 또 아파도          ,https://image.bugsm.co.kr/album/images/200/203521/20352127.jpg?version=20210428040910.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
1,0.9898416790213062,30838584,"그때의 나, 그때의 우리",어반자카파,"그때의 나, 그때의 우리",8885,그때의 나 그때의 우리  참 어리석고 어렸지  그때의 우리   아무것도 아닌 일에 다투던   초라할 무렵에 기억  달 밝은 날에 하늘을 보면  우리 상처들이 떠 있고  밤 또 늦은 밤에 거릴 거닐면  그때의 추억이 선명하게 따라와  네가 그립거나 보고프거나  그런 쉬운 감정이 아니야  난 그때의 우리가   세상에 우리밖에 없었던   그때가 그리울 뿐  그때의 우리   소홀함과 편안함 그 안에서   부서질 듯 아파했던  달 밝은 날에 하늘을 보면  우리 상처들이 떠 있고  밤 또 늦은 밤에 거릴 거닐면  그때의 추억이 선명하게 따라와  네가 그립거나 보고프거나  그런 쉬운 감정이 아니야  난 그때의 우리가   세상에 우리밖에 없었던   그때가 그리워  다시 그 시간으로 돌아가고픈  가벼운 순간의 감정이 아냐  난 그때의 우리가   너와 내가 이 세상 전부였던   그때가 그리울 뿐  그때의 나 그때의 우리,https://image.bugsm.co.kr/album/images/200/201286/20128676.jpg?version=20210421044430.0,"['국내', '100시리즈', '2020년']",2020y
0,0.9887724334260706,68635584,살짝 설렜어 (Nonstop),오마이걸(OH MY GIRL),NONSTOP,8867,말도 안 되잖아 그치   우린 서로가 모르는 게 없는 사인 걸  이토록 빤히     우리 사이 비밀 따위 있을 리 없는 걸  다 봤지 우린             쉿  요즘 오늘 또 내일 매일 다른 아는 옷  이렇게 달라 보인다고   흑역사까지 전부 알고 있는 널   절대 그럴 리는 없어  난   그래야만 해  무인도에 어느 날 떨어진 거야  둘만 남게 됐다면 넌 어떨 것 같아  생각만 해도 무섭다 얼굴을 찌푸렸지만  너에겐 얘기 못 해 절대로  살짝 설렜어 난    살짝 설렜어 난    그럴 일 없지만 살짝 설렜어 난        그럴 일 없지만 살짝 설렜어 난  요즘 나 너무 외로워 좀 이상해진 것 같아  너를 보면서 심장이 뛴 건        비켜 서 있어  두근거렸던 게 문제야  아냐 그게 대체 왜 죄야  선을 넘은 거야  레이더  오르락내리락 여긴    무인도에 어느 날 떨어진 거야  둘만 남게 됐다면 넌 어떨 것 같아  생각만 해도 무섭다 얼굴을 찌푸렸지만  너에겐 얘기 못 해 절대로  살짝 설렜어 난    살짝 설렜어 난    그럴 일 없지만 살짝 설렜어 난            졸음이 오는 걸까  필요하지 않지 아마  머릿속은 이미 지름길이잖아  네가 원한다면 내가 뒤로 두 칸        한 칸  유감인 척 하지 마 설레는 거 맞잖아  꽤나 혼란스러워 이러는 나도  누구보다 더 이럴 땐 너를 찾아갔지만  이 고민만큼은 네게 말할 수 없어  언제부턴가 널 보면  살짝 설렜어 난  살짝 설렜어 난    살짝 설렜어 난    그럴 일 없지만 살짝 설렜어 난        그럴 일 없지만 살짝 설렜어 난        넌 알 리 없지만 살짝 설렜어 난,https://image.bugsm.co.kr/album/images/200/141168/14116820.jpg?version=20210825004240.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
2,0.6371808892549793,31673863,안녕,폴킴(Paul Kim),호텔 델루나 OST Part.10,8851,안녕이라는 말을해  짧은 시간을 뒤로 한 채로  여전히 아프겠지만  하룻밤 자고 나면 사라지는 꿈처럼  너를  잊게 될까 두려워져  무심히 널 떠올리게 되면  불안해지는 맘 어떻게 해야 하니  안녕 이제는 안녕  이 말 도저히 할 수가 없어  너로 가득 찬 내 마음  겨우 내가 할 수 있는 일  너를 사랑하는 거  다시 널 만날 수 있길  아주 오래전부터 정해진 연일지도  너밖에 모를 내가 되었던 그때가  두려워져 널 안고 있으면  자꾸 욕심이나 어쩔 수 없는걸  안녕 이제는 안녕  이 말 도저히 할 수가 없어  너로 가득 찬 내 마음  겨우 내가 할 수 있는 일  너를 사랑하는 거  다시 널 만날 수 있길  굳게 닫힌 저 문이 열리면  그때는 널 다시 볼 수 있을까  잠시 스치듯 만나  운명처럼 날 꽃 피우게 해  매일 널 꿈꾸겠지만  가득 채울 그리움만큼  바라는 건 단 하나  계속 내 곁에 있어줘,https://image.bugsm.co.kr/album/images/200/202708/20270833.jpg?version=20210902181015.0,"['국내외', '2020년', '100시리즈', '뮤직기네스', '2020 벅스 종합 결산 특집']",2020y
1,0.9817645658477906,5956261,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),8797,언제부턴가 불쑥  내 습관이 돼버린 너  혹시나 이런 맘이  어쩌면 부담일까  널 주저했어  언제부턴가 점점  내 하루에 스며든 너  아침을 깨우는 네 생각에  어느샌가 거리엔  어둠이 젖어 들고  취기를 빌려  오늘 너에게 고백할 거야  하루하루 네가 좋다고  괜히 어색할까  혼자 애만 태우다  끝끝내 망설여왔던 순간  알잖아 나 무뚝뚝하고  말도 없는 걸  서툰 표현이 쑥스러워서 괜히  쓰다 지울 문자만 바라보다  멋쩍은 쓴웃음만  언제부턴가 가끔  너와 마주칠 때마다  한참을 머뭇거린  어설픈 손 인사만  오늘 밤도 후회로 잦아들고  취기를 빌려  오늘 너에게 고백할 거야  하루하루 보고 싶다고  괜히 어색할까 혼자 애만 태우다  수없이 연습해왔던 그 말  알잖아 나 무뚝뚝하고  말도 없는 걸  서툰 표현이 쑥스러워서 괜히  쓰다 지울 문자만 바라보다  멋쩍은 쓴웃음만  첫눈을 빌려  오늘은 꼭 고백할 거야  작은 너를 품에 안고서  눈을 마주하고  너무 사랑한다고  함께 하고 싶다고,https://image.bugsm.co.kr/album/images/200/9887/988734.jpg?version=20210421042431.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
0,0.5721305134182282,31746566,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,8265,오래되었어 그때 너의 웃음  너의 목소리 잊혀진거 같아  시간의 위로 그 말의 의미를 이젠 알아  아픈 니 얘기도 적당히 할 수 있어  그런데 이게 뭐랄까 난 난 술 한잔하면서  괜찮은 듯 얘기하며 널 털어냈는데  집으로 돌아오면서 한 번 더 떠오른 기억에  걸음을 멈춰 서서 이렇게 울고 있어  자연스럽게 발걸음을 돌려  나 바래다주던 익숙한 길을 가  밤이 깊어져서 아무것도 보이지 않아도  손을 흔들면서 인사하던 널 봤어  그런데 이게 뭐랄까 난 난 술 한잔하면서  괜찮은 듯 얘기하며 널 털어냈는데  집으로 돌아오면서 한 번 더 떠오른 기억에  걸음을 멈춰 서서 이렇게 울고 있어  아무도 없어서 참 다행이야  나 이렇게 편안히 너를 부를 수 있는 걸  외로운 위로겠지만  그래서 이젠 뭘 할까 난 난 널 생각했어도  괜찮은 듯 얘기하며 다 지워냈는데  집으로 돌아오면서 한 번 더 떠오른 추억에  걸음을 멈춰 서서 또다시 울고 있어,https://image.bugsm.co.kr/album/images/200/202871/20287171.jpg?version=20210421045538.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
2,0.9855310640523994,31972746,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가,8120,예아 호우 예예예  싹쓰리 인더 하우스  커커커커커몬 싹 쓰리 투 렛츠고  나 다시 또 설레어  이렇게 너를 만나서  함께 하고 있는 지금 이 공기가  다시는 널 볼 순 없을 거라고  추억일 뿐이라  서랍 속에 꼭 넣어뒀는데  흐르는 시간 속에서  너와 내 기억은  점점 희미해져만 가  끝난 줄 알았어  지난여름 바닷가  너와 나 단둘이  파도에 취해서 노래하며  같은 꿈을 꾸었지  다시 여기 바닷가  이제는 말하고 싶어  네가 있었기에 내가 더욱 빛나  별이 되었다고  다들 덥다고 막 짜증내  괜찮아 우리 둘은 따뜻해  내게 퐁당 빠져버린 널  이젠 구하러 가지 않을 거야  모래 위 펴펴펴편지를 써  밀물이 밀려와도 못 지워  추억이 될 뻔한 첫 느낌  너랑 다시 한번 받아 보고 싶어  흐르는 시간 속에서  너와 내 기억은  점점 희미해져만 가  끝난 줄 알았어  지난여름 바닷가  너와 나 단둘이  파도에 취해서 노래하며  같은 꿈을 꾸었지  다시 여기 바닷가  이제는 말하고 싶어  네가 있었기에 내가 더욱 빛나  별이 되었다고  시간의 강을 건너  또 맞닿은 너와 나  소중한 사랑을 영원히  간직해줘  지난여름 바닷가  너와 나 단둘이  파도에 취해서 노래하며  같은 꿈을 꾸었지  다시 여기 바닷가  이제는 말하고 싶어  네가 있었기에 내가 더욱 빛나  별이 되었다고,https://image.bugsm.co.kr/album/images/200/203385/20338505.jpg?version=20210421045955.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
1,0.9933494288147603,6006091,잠이 오질 않네요,장범준,잠이 오질 않네요,7937,당신은 날 설레게 만들어  조용한 내 마음 자꾸만 춤추게 해  얼마나 얼마나 날 떨리게 하는지  당신이 이 밤을 항상 잠 못 들게 해  매일 같은 밤 너를 생각하면서  유치한 노랠 들으며 심장이 춤을 추면서  오오 난 너를 기다리면서  유치한 노랠 부르며 심장이 춤을 추면서 워  나를 떨리게 하나요 그대  왜 나를 설레게 하나요 자꾸만  오늘도 잠 못 이루는 이 밤 아름다운 그대  나를 아프게 하나요 웃는 그대  왜 자꾸 설레게 하나요 하염없이  오늘 밤 잠이 오질 않네요 보고 싶은 그대여  당신이 날 힘들게 만들어  갑자기 내 마음 자꾸만 멍들게 해  얼마나 얼마나 잠 못 들게 하는지  고요한 내 마음 항상 시끄럽게 해  매일 같은 밤 너를 생각하면서  유치한 노랠 들으며 심장이 춤을 추면서  워 난 너를 기다리면서  유치한 노랠 부르며 심장이 춤을 추면서 워  나를 떨리게 하나요 그대  왜 나를 설레게 하나요 자꾸만  오늘도 잠 못 이루는 이 밤 아름다운 그대  나를 아프게 하나요 웃는 그대  왜 자꾸 설레게 하나요 하염없이  오늘 밤 잠이 오질 않네요  보고 싶은 그대여  매일 밤 너를 생각하면서  유치한 노랠 들으며 심장이 춤을 추면서  워오 난 너를 기다리면서  유치한 노랠 부르며 심장이 춤을 추면서 워  나를 떨리게 하나요 그대  왜 나를 설레게 하나요 자꾸만  오늘도 잠 못 이루는 이 밤 아름다운 그대여  나를 아프게 하나요 웃는 그대  왜 자꾸 설레게 하나요 하염없이  오늘 밤 잠이 오질 않네요 보고 싶은 그대여,https://image.bugsm.co.kr/album/images/200/9991/999186.jpg?version=20210421042615.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
0,0.9880466846073112,31849691,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),어떻게 지내,7749,어떻게 지내 식상한 말이  내 가사가 될 줄 몰랐어  얼마 안됐네 지나온 날이  다 알아도 그립더라고                    시간이 필요했어 우린 정말 사랑했지만  가살 쓰는 법도 잊어버리게 됐지 난  넌 헤어지면 우리 노랠 제발 내지 말아  달라 했지만 못 들어줘 미안  나는 하루 종일 누워 있었어  불면이 심해져서 안 피곤한 날이 없어  가끔은 문 밖에서 누가 문을 두드려  그건 환상인데도 나는 두려워  다시 눈 뜨면 니가 있을까  그럼 무서운 표정을 지을까  아니면 어떤 대화를 나누고 싶어질 수도  있어 그때처럼  대체 왜 보고싶지 남겨진 상처 대신  남은 건 혼자 돼버린 역시 너와 나겠지  난 아직 낯설기만 해 넌 어때  더 지독해 지기 전에 잊어볼게  어떻게 지내 식상한 말이  내 가사가 될 줄 몰랐어  얼마 안됐네 지나온 날이  다 알아도 그립더라고                    월요일에 병원을 예약했어  너 없이 사는게 힘들었나봐  하루도 빼지 않고 사람을 만나  너도 알겠지만 오봉이도 데려 왔어  너무 그리워하지 않더라 예범이는  난 약을 먹었지만 아닐거야 별일은  자전거를 타고 어디론가 가려하면  다 너와 간 곳 뿐인게 좀 그럴 뿐야  여기저기에 핑계를 대 불면증 습관이 돼  너가 아닌 사람에게 널 원하고  흉터가 된 상처는 더 이상 아프지가 않잖아  그래서 널 그리나봐 이젠 눈물이 나와  널 다치게 하지 않을 순 없었을까  만약 나 때문이었다면 다 나 때문이면  어떻게 지내 식상한 말이  내 가사가 될 줄 몰랐어  얼마 안됐네 지나온 날이  다 알아도 그립더라고                    널 이렇게 망가지게 한 게  나인 건 아닐까  내가 이렇게 망가지다니  대체 왜 병원에 다닐까  널 이렇게 망가지게 한 게  나인 건 아닐까  내가 이렇게 망가지다니  대체 왜 병원에 다닐까,https://image.bugsm.co.kr/album/images/200/203103/20310325.jpg?version=20210421045719.0,"['국내', '가요', '연도별 인기가요', '2020년', '2020년대']",2020y
